CGPA,Internship Type,Programming Language,Technology,Company,Job Role
8.5,Software Dev,C#,Backend,"IBM, Infosys, SAP",Data Analyst
9.0,AIML,Python,ML,"NVIDIA, Apple, Google",Data Scientist
6.6,Cloud,Python,DevOps,"Birlasoft, NIIT Technologies, Mindtree",Cloud Engineer
7.8,Cloud,Python,Cloud Computing,"TCS, Wipro, HCL",Cloud Engineer
6.0,DevOps,TypeScript,DevOps,"Birlasoft, Mindtree, NIIT Technologies",System Engineer
7.0,Software Dev,Java,Big Data,"Infosys, HCL, Tech Mahindra",Data Analyst
8.9,Cloud,Go,Cloud Computing,"TCS, SAP, Infosys",Cloud Engineer
10.0,Cybersecurity,C++,Cybersecurity,"Amazon, NVIDIA, Microsoft",Cloud Engineer
6.4,Cybersecurity,Rust,Cybersecurity,"HCL, Mindtree, Mphasis",Cybersecurity Engineer
7.6,Cybersecurity,C++,Cybersecurity,"HCL, TCS, Infosys",Cybersecurity Engineer
9.2,Web Dev,JavaScript,Front End,"Google, NVIDIA, Apple",Web Developer
6.8,AIML,R,ML,"Mindtree, Birlasoft, Mphasis",Data Scientist
8.2,Cloud,Python,DevOps,"SAP, Capgemini, Infosys",DevOps Engineer
8.9,Web Dev,TypeScript,Backend,"TCS, SAP, Infosys",Web Developer
8.5,DevOps,SQL,Data Analytics,"Infosys, TCS, SAP",System Engineer
6.8,Cloud,SQL,DBMS,"NIIT Technologies, Mindtree, Mphasis",Cloud Engineer
7.4,Web Dev,JavaScript,Front End,"HCL, Wipro, TCS",Software Developer
9.1,Web Dev,TypeScript,Front End,"Google, Amazon, Apple",Web Developer
8.2,DevOps,TypeScript,Backend,"Capgemini, IBM, SAP",System Engineer
6.0,Software Dev,Java,Backend,"Mphasis, Mindtree, Birlasoft",System Engineer
9.0,AIML,R,Data Analytics,"NVIDIA, OpenAI, IBM",Data Scientist
6.1,Web Dev,SQL,DBMS,"NIIT Technologies, Mindtree, Mphasis",Web Developer
9.0,DevOps,Go,DevOps,"IBM, Apple, Microsoft",System Engineer
6.8,Web Dev,JavaScript,Backend,"Birlasoft, Mphasis, Mindtree",Software Developer
9.8,Web Dev,TypeScript,Front End,"IBM, Microsoft, Google",Software Developer
7.5,Cloud,Python,DevOps,"Wipro, TCS, HCL",Cloud Engineer
7.3,Web Dev,SQL,DBMS,"HCL, Infosys, Tech Mahindra",Software Developer
6.6,Software Dev,C#,Backend,"Mphasis, Birlasoft, Mindtree",Software Developer
7.2,Cloud,SQL,Data Analytics,"TCS, Cognizant, Tech Mahindra",DevOps Engineer
9.5,AIML,Python,Big Data,"Google, Apple, Microsoft",Data Scientist
10.0,DevOps,TypeScript,Backend,"Google, OpenAI, Amazon",System Engineer
7.5,Cloud,Python,DevOps,"Infosys, Tech Mahindra, Wipro",DevOps Engineer
7.8,Software Dev,Java,Backend,"Wipro, Tech Mahindra, HCL",System Engineer
8.9,Software Dev,C#,Backend,"Oracle, IBM, SAP",Data Analyst
9.5,DevOps,SQL,DBMS,"Amazon, IBM, Microsoft",System Engineer
8.4,Web Dev,JavaScript,Backend,"Infosys, SAP, TCS",Web Developer
7.6,Software Dev,Python,Data Analytics,"HCL, Cognizant, Tech Mahindra",Software Developer
7.7,Web Dev,SQL,Data Analytics,"TCS, Tech Mahindra, Wipro",Software Developer
8.8,Cybersecurity,C++,Cybersecurity,"SAP, TCS, Capgemini",Cloud Engineer
6.0,DevOps,TypeScript,DevOps,"HCL, Birlasoft, NIIT Technologies",System Engineer
8.5,Cybersecurity,C++,Cybersecurity,"Capgemini, TCS, Oracle",Cybersecurity Engineer
7.4,Cybersecurity,C++,AI,"Cognizant, HCL, Infosys",Cloud Engineer
9.2,Cloud,Python,Cloud Computing,"Microsoft, OpenAI, NVIDIA",DevOps Engineer
6.4,Cloud,Go,Big Data,"Mindtree, NIIT Technologies, Birlasoft",DevOps Engineer
8.4,Software Dev,Python,Data Analytics,"SAP, Capgemini, Oracle",Software Developer
7.9,DevOps,SQL,DBMS,"HCL, Infosys, Wipro",System Engineer
8.6,Cloud,Go,Cloud Computing,"Oracle, Infosys, SAP",Cloud Engineer
6.3,AIML,Python,ML,"HCL, NIIT Technologies, Birlasoft",Data Scientist
8.3,DevOps,SQL,Data Analytics,"Oracle, SAP, Infosys",System Engineer
8.2,Web Dev,SQL,Data Analytics,"Oracle, SAP, IBM",Software Developer
8.2,AIML,Java,AI,"Capgemini, IBM, Infosys",Data Scientist
8.4,Cloud,Go,Cloud Computing,"Capgemini, Infosys, TCS",Cloud Engineer
8.7,AIML,Python,Big Data,"IBM, Infosys, Oracle",AI Engineer
9.2,Software Dev,Python,Data Analytics,"Amazon, Google, OpenAI",Software Developer
7.1,Cloud,SQL,Data Analytics,"Infosys, TCS, Wipro",Cloud Engineer
9.3,Web Dev,JavaScript,Front End,"Google, IBM, OpenAI",Software Developer
8.0,Web Dev,TypeScript,Front End,"SAP, IBM, Capgemini",Web Developer
6.3,Cloud,Python,Cloud Computing,"Mindtree, HCL, Birlasoft",DevOps Engineer
6.2,DevOps,SQL,DBMS,"Mphasis, HCL, NIIT Technologies",DevOps Engineer
7.3,Cybersecurity,Rust,Cybersecurity,"Cognizant, TCS, Tech Mahindra",Cybersecurity Engineer
9.1,Software Dev,Python,Big Data,"OpenAI, Amazon, IBM",System Engineer
8.8,AIML,Python,ML,"Infosys, Oracle, SAP",AI Engineer
9.2,Cybersecurity,C++,Cybersecurity,"Microsoft, OpenAI, IBM",Cybersecurity Engineer
8.1,DevOps,TypeScript,DevOps,"SAP, IBM, Capgemini",System Engineer
7.8,Cybersecurity,C++,Cybersecurity,"TCS, Tech Mahindra, Cognizant",Cloud Engineer
6.6,Software Dev,Python,Data Analytics,"Birlasoft, Mphasis, Mindtree",Software Developer
7.3,Cybersecurity,Rust,Cybersecurity,"Cognizant, HCL, Tech Mahindra",Cybersecurity Engineer
7.7,Software Dev,C#,DBMS,"Cognizant, Wipro, Infosys",System Engineer
6.4,DevOps,TypeScript,Backend,"Birlasoft, Mindtree, Mphasis",System Engineer
6.9,Cloud,Go,Cloud Computing,"Mphasis, Birlasoft, NIIT Technologies",Cloud Engineer
8.4,Cloud,Python,Cloud Computing,"SAP, TCS, IBM",DevOps Engineer
8.9,AIML,Python,ML,"SAP, Infosys, Capgemini",AI Engineer
10.0,Cloud,SQL,Data Analytics,"Amazon, Microsoft, OpenAI",DevOps Engineer
9.7,DevOps,TypeScript,DevOps,"IBM, OpenAI, Google",System Engineer
8.6,AIML,Java,Big Data,"IBM, Oracle, TCS",Data Scientist
7.7,Web Dev,JavaScript,Backend,"Wipro, Infosys, Cognizant",Web Developer
8.5,Web Dev,SQL,DBMS,"TCS, Capgemini, IBM",Software Developer
9.1,Cloud,Python,DevOps,"Amazon, Microsoft, Apple",Cloud Engineer
6.5,Web Dev,SQL,DBMS,"NIIT Technologies, Mindtree, Mphasis",Software Developer
7.6,Cybersecurity,C++,AI,"Tech Mahindra, Infosys, TCS",Cybersecurity Engineer
9.4,AIML,Java,Big Data,"Apple, Microsoft, Amazon",Data Scientist
7.5,DevOps,Go,DevOps,"TCS, Tech Mahindra, Infosys",System Engineer
8.3,Web Dev,SQL,Data Analytics,"Infosys, Oracle, IBM",Web Developer
8.4,AIML,Java,AI,"Oracle, TCS, IBM",AI Engineer
6.7,Software Dev,C#,DBMS,"Mphasis, Mindtree, Birlasoft",Data Analyst
7.4,Cybersecurity,C++,Cybersecurity,"HCL, Infosys, Cognizant",Cloud Engineer
7.3,AIML,Python,Big Data,"Tech Mahindra, Cognizant, HCL",Data Scientist
6.1,Web Dev,JavaScript,Backend,"NIIT Technologies, HCL, Birlasoft",Web Developer
6.1,Cloud,SQL,DBMS,"Mindtree, Mphasis, Birlasoft",Cloud Engineer
9.3,Web Dev,SQL,Data Analytics,"Amazon, Apple, OpenAI",Web Developer
7.1,Web Dev,TypeScript,Front End,"TCS, Infosys, Wipro",Software Developer
8.1,AIML,Java,Big Data,"TCS, Oracle, Infosys",AI Engineer
7.2,Web Dev,JavaScript,Backend,"TCS, HCL, Wipro",Software Developer
9.8,Software Dev,Java,Big Data,"OpenAI, Microsoft, Google",Software Developer
7.0,Software Dev,Python,Big Data,"HCL, Wipro, Tech Mahindra",Software Developer
7.7,Cybersecurity,Rust,Front End,"Cognizant, HCL, Infosys",Cybersecurity Engineer
9.5,Cloud,Go,Big Data,"Amazon, NVIDIA, Google",DevOps Engineer
9.4,Cybersecurity,C++,AI,"IBM, Apple, OpenAI",Cybersecurity Engineer
6.7,Cloud,Go,Big Data,"Birlasoft, Mphasis, NIIT Technologies",Cloud Engineer
9.2,DevOps,TypeScript,Backend,"IBM, Microsoft, Apple",System Engineer
7.8,Cybersecurity,Rust,Front End,"Cognizant, Infosys, HCL",Cybersecurity Engineer
7.9,Cloud,Python,DevOps,"Tech Mahindra, Cognizant, HCL",DevOps Engineer
6.5,Cybersecurity,C++,Cybersecurity,"Birlasoft, Mindtree, Mphasis",Cybersecurity Engineer
6.3,Software Dev,Python,Big Data,"Birlasoft, NIIT Technologies, Mindtree",Data Analyst
8.9,Web Dev,SQL,Data Analytics,"Infosys, Capgemini, IBM",Software Developer
8.0,AIML,R,Data Analytics,"SAP, IBM, Infosys",AI Engineer
7.7,Web Dev,SQL,DBMS,"Wipro, HCL, Tech Mahindra",Software Developer
8.9,DevOps,SQL,Data Analytics,"IBM, SAP, Capgemini",DevOps Engineer
9.1,Cloud,Go,Big Data,"Amazon, IBM, NVIDIA",DevOps Engineer
6.6,Software Dev,C#,Backend,"Mphasis, Mindtree, Birlasoft",Data Analyst
8.4,DevOps,TypeScript,DevOps,"SAP, IBM, TCS",System Engineer
6.5,Cloud,SQL,Data Analytics,"Mindtree, Birlasoft, Mphasis",DevOps Engineer
9.0,Cloud,SQL,Data Analytics,"Microsoft, Amazon, Apple",DevOps Engineer
8.6,DevOps,Go,Cloud Computing,"TCS, Infosys, SAP",System Engineer
9.8,Software Dev,C#,Backend,"Google, Amazon, IBM",Data Analyst
6.3,Cybersecurity,C++,AI,"Mphasis, NIIT Technologies, Mindtree",Cloud Engineer
6.2,DevOps,TypeScript,Backend,"NIIT Technologies, Birlasoft, Mphasis",DevOps Engineer
7.1,AIML,R,Data Analytics,"Infosys, Wipro, TCS",Data Scientist
7.0,Web Dev,JavaScript,Front End,"Infosys, Cognizant, HCL",Web Developer
7.0,AIML,Python,ML,"Tech Mahindra, Cognizant, HCL",Data Scientist
9.6,Web Dev,TypeScript,Front End,"IBM, NVIDIA, Apple",Web Developer
7.0,Web Dev,TypeScript,Backend,"HCL, Wipro, Tech Mahindra",Software Developer
7.1,Web Dev,TypeScript,Front End,"Wipro, TCS, Infosys",Web Developer
9.0,DevOps,SQL,Data Analytics,"NVIDIA, Amazon, Google",System Engineer
7.8,Software Dev,Python,Big Data,"Tech Mahindra, Infosys, Wipro",Software Developer
9.1,Cloud,Go,Cloud Computing,"NVIDIA, Google, OpenAI",Cloud Engineer
6.3,Software Dev,C#,Backend,"Mphasis, Birlasoft, NIIT Technologies",Software Developer
8.0,Web Dev,TypeScript,Front End,"Capgemini, Oracle, IBM",Software Developer
6.1,Cloud,SQL,Data Analytics,"Birlasoft, Mindtree, Mphasis",DevOps Engineer
6.3,Cloud,Go,Cloud Computing,"Mphasis, Mindtree, HCL",DevOps Engineer
9.6,Software Dev,Python,Big Data,"NVIDIA, IBM, OpenAI",System Engineer
6.6,AIML,Java,AI,"Birlasoft, NIIT Technologies, Mphasis",Data Scientist
8.1,Software Dev,Java,Backend,"TCS, Capgemini, Oracle",Data Analyst
7.6,Cloud,Python,Cloud Computing,"TCS, Cognizant, HCL",DevOps Engineer
7.4,DevOps,Go,DevOps,"HCL, Cognizant, Tech Mahindra",System Engineer
9.6,Web Dev,SQL,Data Analytics,"Amazon, Google, Microsoft",Software Developer
6.1,DevOps,Go,DevOps,"Mindtree, Birlasoft, HCL",System Engineer
8.7,DevOps,TypeScript,DevOps,"Infosys, IBM, SAP",System Engineer
9.9,Web Dev,SQL,DBMS,"NVIDIA, Google, IBM",Web Developer
8.2,Cybersecurity,C++,Cybersecurity,"TCS, IBM, Infosys",Cybersecurity Engineer
9.7,DevOps,TypeScript,DevOps,"NVIDIA, IBM, Microsoft",System Engineer
6.2,Cybersecurity,C++,Cybersecurity,"Mindtree, Mphasis, NIIT Technologies",Cybersecurity Engineer
7.7,AIML,Java,Big Data,"Infosys, Tech Mahindra, Wipro",Data Scientist
7.0,Software Dev,Java,Big Data,"Infosys, Tech Mahindra, HCL",Data Analyst
8.9,Web Dev,JavaScript,Front End,"IBM, SAP, TCS",Software Developer
9.9,Cybersecurity,Rust,Cybersecurity,"Amazon, Google, OpenAI",Cybersecurity Engineer
7.0,AIML,R,ML,"HCL, Tech Mahindra, Cognizant",Data Scientist
8.6,Web Dev,SQL,Data Analytics,"SAP, Oracle, TCS",Web Developer
6.8,Web Dev,JavaScript,Backend,"Birlasoft, Mphasis, Mindtree",Web Developer
8.3,Software Dev,Java,Big Data,"TCS, Infosys, Capgemini",Data Analyst
7.9,Software Dev,C#,Backend,"Cognizant, Infosys, Wipro",System Engineer
9.9,Cloud,SQL,Data Analytics,"OpenAI, Google, IBM",Cloud Engineer
8.4,Cybersecurity,Rust,Front End,"SAP, Capgemini, Infosys",Cybersecurity Engineer
7.4,Cloud,Go,Cloud Computing,"TCS, Wipro, Infosys",Cloud Engineer
6.5,Cloud,Python,Cloud Computing,"Birlasoft, Mphasis, NIIT Technologies",DevOps Engineer
6.6,AIML,R,Data Analytics,"Mindtree, NIIT Technologies, Birlasoft",Data Scientist
6.9,Software Dev,C#,DBMS,"Birlasoft, Mphasis, Mindtree",Data Analyst
7.0,AIML,Java,Big Data,"Cognizant, Infosys, TCS",Data Scientist
9.4,Cybersecurity,C++,Cybersecurity,"Google, Microsoft, IBM",Cloud Engineer
8.2,AIML,R,ML,"Capgemini, Oracle, SAP",AI Engineer
8.1,Web Dev,JavaScript,Front End,"TCS, SAP, Capgemini",Software Developer
6.5,Cloud,SQL,Data Analytics,"NIIT Technologies, Mphasis, Birlasoft",Cloud Engineer
9.4,Web Dev,SQL,DBMS,"Amazon, OpenAI, Microsoft",Web Developer
8.9,Software Dev,Java,Big Data,"Capgemini, Oracle, TCS",Software Developer
6.3,Cybersecurity,C++,Cybersecurity,"Mindtree, Birlasoft, HCL",Cybersecurity Engineer
8.8,Software Dev,Java,Big Data,"Infosys, Capgemini, SAP",Data Analyst
8.2,Software Dev,Java,Big Data,"IBM, Capgemini, Oracle",Software Developer
6.3,Cybersecurity,C++,AI,"HCL, Birlasoft, Mphasis",Cybersecurity Engineer
7.8,Web Dev,JavaScript,Front End,"Cognizant, Infosys, TCS",Web Developer
7.9,Cloud,Go,Cloud Computing,"Wipro, Cognizant, Infosys",Cloud Engineer
6.7,Web Dev,TypeScript,Front End,"Mphasis, Birlasoft, Mindtree",Software Developer
9.8,Cybersecurity,C++,Cybersecurity,"Microsoft, Amazon, IBM",Cybersecurity Engineer
9.4,Web Dev,JavaScript,Front End,"Amazon, Microsoft, NVIDIA",Web Developer
8.7,Cybersecurity,Rust,Cybersecurity,"Infosys, Capgemini, IBM",Cybersecurity Engineer
7.8,Web Dev,JavaScript,Front End,"Wipro, Tech Mahindra, Infosys",Software Developer
7.6,AIML,R,ML,"HCL, TCS, Cognizant",Data Scientist
8.6,Software Dev,C#,DBMS,"SAP, Infosys, IBM",Data Analyst
8.2,AIML,Java,Big Data,"IBM, TCS, Infosys",Data Scientist
6.2,Web Dev,SQL,Data Analytics,"Birlasoft, HCL, Mindtree",Software Developer
8.1,Cloud,Go,Big Data,"Infosys, Capgemini, SAP",DevOps Engineer
9.2,Cloud,SQL,Data Analytics,"Amazon, Apple, OpenAI",DevOps Engineer
7.8,Software Dev,Java,Big Data,"Infosys, Cognizant, Wipro",Data Analyst
6.2,AIML,Python,ML,"Mindtree, NIIT Technologies, Birlasoft",Data Scientist
9.1,DevOps,SQL,DBMS,"Amazon, Google, OpenAI",System Engineer
6.8,Web Dev,SQL,Data Analytics,"Mphasis, NIIT Technologies, Mindtree",Software Developer
7.0,AIML,Java,AI,"Cognizant, HCL, Tech Mahindra",Data Scientist
6.7,Web Dev,TypeScript,Backend,"Mindtree, Birlasoft, NIIT Technologies",Web Developer
7.3,AIML,Python,ML,"HCL, Tech Mahindra, Wipro",Data Scientist
9.0,Web Dev,TypeScript,Backend,"Microsoft, Amazon, OpenAI",Web Developer
8.1,AIML,R,ML,"TCS, Capgemini, IBM",Data Scientist
6.8,AIML,Python,ML,"Mindtree, Birlasoft, Mphasis",Data Scientist
9.5,Cybersecurity,C++,AI,"Amazon, Microsoft, NVIDIA",Cybersecurity Engineer
9.5,AIML,R,Data Analytics,"Microsoft, OpenAI, Amazon",Data Scientist
9.5,Cloud,Python,DevOps,"IBM, NVIDIA, Apple",Cloud Engineer
7.0,Cloud,SQL,DBMS,"TCS, HCL, Tech Mahindra",DevOps Engineer
7.8,Cybersecurity,C++,Cybersecurity,"TCS, Wipro, Tech Mahindra",Cybersecurity Engineer
9.9,AIML,Java,Big Data,"Google, Microsoft, NVIDIA",Data Scientist
9.1,DevOps,TypeScript,Backend,"Apple, Amazon, Microsoft",System Engineer
6.1,DevOps,Go,Cloud Computing,"Mphasis, HCL, Mindtree",System Engineer
6.3,Cybersecurity,C++,AI,"HCL, Mindtree, NIIT Technologies",Cybersecurity Engineer
7.9,DevOps,SQL,Data Analytics,"HCL, Infosys, Cognizant",System Engineer
9.6,Cybersecurity,C++,Cybersecurity,"OpenAI, IBM, Apple",Cloud Engineer
8.2,AIML,Java,AI,"TCS, Infosys, Oracle",AI Engineer
8.0,Web Dev,SQL,DBMS,"TCS, SAP, Infosys",Software Developer
6.4,Cybersecurity,C++,Cybersecurity,"HCL, NIIT Technologies, Mindtree",Cybersecurity Engineer
8.6,Web Dev,SQL,Data Analytics,"Infosys, Oracle, SAP",Software Developer
9.3,DevOps,SQL,Data Analytics,"IBM, OpenAI, Google",System Engineer
7.5,Software Dev,Python,Big Data,"Wipro, HCL, Infosys",Data Analyst
9.1,Software Dev,Java,Backend,"Amazon, Google, IBM",Data Analyst
9.9,Cloud,Python,DevOps,"Microsoft, Google, IBM",DevOps Engineer
6.8,Cloud,Go,Big Data,"NIIT Technologies, Mindtree, Birlasoft",DevOps Engineer
8.1,AIML,Java,Big Data,"IBM, SAP, Capgemini",AI Engineer
7.1,AIML,Java,AI,"HCL, Wipro, Cognizant",Data Scientist
9.2,DevOps,TypeScript,Backend,"Microsoft, Amazon, IBM",System Engineer
8.3,Cloud,Python,Cloud Computing,"SAP, IBM, Capgemini",Cloud Engineer
8.5,Cloud,Python,DevOps,"IBM, Infosys, Oracle",DevOps Engineer
9.2,Cybersecurity,Rust,Cybersecurity,"Amazon, NVIDIA, IBM",Cybersecurity Engineer
7.6,Cybersecurity,C++,Cybersecurity,"HCL, Wipro, TCS",Cybersecurity Engineer
9.7,AIML,R,ML,"Microsoft, Apple, Google",AI Engineer
8.1,Software Dev,Java,Backend,"Infosys, IBM, Oracle",Software Developer
6.6,Cybersecurity,C++,Cybersecurity,"Mphasis, Birlasoft, NIIT Technologies",Cybersecurity Engineer
8.8,Cloud,Python,DevOps,"Oracle, Capgemini, Infosys",DevOps Engineer
9.2,Cloud,Go,Cloud Computing,"Apple, IBM, NVIDIA",Cloud Engineer
7.3,Cybersecurity,Rust,Cybersecurity,"Infosys, Wipro, HCL",Cybersecurity Engineer
9.4,Software Dev,C#,DBMS,"Apple, Google, Amazon",Data Analyst
9.6,AIML,Java,Big Data,"Apple, NVIDIA, Microsoft",Data Scientist
7.1,Software Dev,C#,Backend,"Wipro, HCL, Infosys",Software Developer
9.9,Software Dev,Java,Big Data,"Amazon, Google, Apple",System Engineer
6.6,Cybersecurity,Rust,Cybersecurity,"Mindtree, Birlasoft, Mphasis",Cybersecurity Engineer
6.8,Cybersecurity,C++,Cybersecurity,"NIIT Technologies, Mindtree, Birlasoft",Cybersecurity Engineer
6.7,Software Dev,Java,Big Data,"Mindtree, Mphasis, NIIT Technologies",Data Analyst
9.6,DevOps,SQL,DBMS,"Apple, Amazon, IBM",System Engineer
8.6,Software Dev,Java,Big Data,"Capgemini, SAP, Infosys",System Engineer
6.6,Web Dev,SQL,DBMS,"Mphasis, NIIT Technologies, Mindtree",Web Developer
7.8,Web Dev,SQL,Data Analytics,"Cognizant, Infosys, HCL",Software Developer
8.5,DevOps,Go,Cloud Computing,"Oracle, Infosys, IBM",DevOps Engineer
6.3,Cybersecurity,Rust,Cybersecurity,"Mphasis, Birlasoft, HCL",Cybersecurity Engineer
9.5,Web Dev,JavaScript,Backend,"OpenAI, NVIDIA, IBM",Web Developer
9.2,Web Dev,TypeScript,Front End,"Apple, Google, Microsoft",Web Developer
8.0,Cybersecurity,Rust,Front End,"TCS, SAP, Oracle",Cybersecurity Engineer
9.9,AIML,R,ML,"OpenAI, IBM, Google",AI Engineer
7.7,DevOps,TypeScript,Backend,"HCL, Tech Mahindra, Cognizant",System Engineer
9.9,Software Dev,Java,Backend,"Microsoft, Apple, IBM",Data Analyst
8.7,Cloud,Go,Big Data,"Capgemini, IBM, TCS",DevOps Engineer
8.5,Web Dev,TypeScript,Front End,"SAP, Oracle, Infosys",Web Developer
6.7,Cloud,Go,Big Data,"NIIT Technologies, Mindtree, Mphasis",DevOps Engineer
9.5,Cloud,Python,Cloud Computing,"IBM, Apple, NVIDIA",DevOps Engineer
7.7,AIML,Java,Big Data,"Infosys, Cognizant, Tech Mahindra",Data Scientist
6.6,Cybersecurity,Rust,Cybersecurity,"Mphasis, NIIT Technologies, Mindtree",Cybersecurity Engineer
6.1,Cybersecurity,C++,AI,"NIIT Technologies, Birlasoft, Mphasis",Cybersecurity Engineer
8.2,Web Dev,SQL,DBMS,"SAP, IBM, Capgemini",Software Developer
8.1,AIML,Python,ML,"TCS, Capgemini, Oracle",Data Scientist
8.9,DevOps,SQL,DBMS,"TCS, Infosys, Oracle",System Engineer
9.6,Cloud,Python,Cloud Computing,"Google, Apple, Amazon",Cloud Engineer
6.3,Software Dev,Python,Big Data,"Mindtree, HCL, NIIT Technologies",Software Developer
8.9,Cybersecurity,Rust,Cybersecurity,"IBM, Infosys, Capgemini",Cybersecurity Engineer
6.7,Cybersecurity,Rust,Cybersecurity,"Mindtree, NIIT Technologies, Birlasoft",Cybersecurity Engineer
9.4,Software Dev,C#,Backend,"Microsoft, OpenAI, IBM",Software Developer
9.3,AIML,Java,AI,"NVIDIA, Amazon, Microsoft",Data Scientist
8.2,Cybersecurity,Rust,Front End,"SAP, Oracle, Infosys",Cybersecurity Engineer
8.8,Cloud,SQL,DBMS,"Infosys, SAP, Capgemini",DevOps Engineer
7.3,AIML,Python,ML,"Wipro, Tech Mahindra, TCS",Data Scientist
7.9,Software Dev,Java,Backend,"TCS, Infosys, Tech Mahindra",Data Analyst
9.3,Cybersecurity,C++,Cybersecurity,"Microsoft, IBM, Apple",Cybersecurity Engineer
7.8,Cybersecurity,Rust,Cybersecurity,"Tech Mahindra, TCS, Cognizant",Cybersecurity Engineer
7.4,Cloud,Go,Cloud Computing,"TCS, Infosys, Cognizant",Cloud Engineer
8.0,AIML,Python,Big Data,"IBM, TCS, Infosys",Data Scientist
9.3,Cybersecurity,C++,Cybersecurity,"Google, Amazon, Apple",Cybersecurity Engineer
7.3,AIML,Java,Big Data,"Wipro, Cognizant, Tech Mahindra",Data Scientist
6.7,Cybersecurity,C++,AI,"Mindtree, NIIT Technologies, Birlasoft",Cybersecurity Engineer
8.8,Cybersecurity,Rust,Cybersecurity,"TCS, Capgemini, IBM",Cybersecurity Engineer
9.3,DevOps,SQL,DBMS,"IBM, Amazon, OpenAI",System Engineer
6.4,AIML,Python,ML,"HCL, NIIT Technologies, Mphasis",Data Scientist
7.0,Software Dev,C#,Backend,"Infosys, Tech Mahindra, Wipro",Software Developer
6.6,DevOps,Go,DevOps,"NIIT Technologies, Mphasis, Birlasoft",System Engineer
7.4,Web Dev,TypeScript,Backend,"TCS, HCL, Cognizant",Web Developer
7.8,Cybersecurity,C++,Cybersecurity,"Tech Mahindra, Wipro, Infosys",Cybersecurity Engineer
9.0,Software Dev,Python,Big Data,"Apple, IBM, Amazon",Data Analyst
8.6,Software Dev,Python,Big Data,"IBM, SAP, Infosys",Software Developer
8.5,AIML,Java,AI,"Infosys, Capgemini, SAP",Data Scientist
7.4,Web Dev,SQL,Data Analytics,"Cognizant, Tech Mahindra, Wipro",Software Developer
9.4,Cloud,Go,Cloud Computing,"Google, IBM, Apple",Cloud Engineer
7.9,Software Dev,Java,Backend,"TCS, Wipro, Cognizant",Data Analyst
9.9,Web Dev,SQL,Data Analytics,"Microsoft, Amazon, Apple",Web Developer
8.5,Web Dev,SQL,DBMS,"Capgemini, IBM, SAP",Web Developer
6.5,Cybersecurity,C++,AI,"Mindtree, Birlasoft, NIIT Technologies",Cybersecurity Engineer
8.7,Cloud,Go,Cloud Computing,"Capgemini, Oracle, IBM",DevOps Engineer
7.3,Cybersecurity,Rust,Cybersecurity,"Tech Mahindra, HCL, Wipro",Cybersecurity Engineer
8.7,DevOps,Go,DevOps,"Infosys, Oracle, TCS",DevOps Engineer
6.3,Cybersecurity,Rust,Front End,"Mindtree, HCL, Mphasis",Cybersecurity Engineer
6.7,Web Dev,JavaScript,Front End,"Birlasoft, NIIT Technologies, Mindtree",Web Developer
9.4,DevOps,SQL,DBMS,"Microsoft, Google, IBM",DevOps Engineer
6.9,AIML,Python,Big Data,"Birlasoft, NIIT Technologies, Mphasis",Data Scientist
9.3,Software Dev,Python,Big Data,"Apple, IBM, Google",Data Analyst
7.1,DevOps,TypeScript,Backend,"Cognizant, Tech Mahindra, Infosys",System Engineer
8.6,DevOps,TypeScript,Backend,"TCS, Oracle, SAP",System Engineer
8.8,Cloud,SQL,Data Analytics,"Capgemini, SAP, Infosys",Cloud Engineer
8.1,DevOps,SQL,Data Analytics,"Capgemini, TCS, Infosys",System Engineer
7.2,DevOps,SQL,Data Analytics,"Infosys, Wipro, Tech Mahindra",System Engineer
6.9,Cloud,SQL,DBMS,"NIIT Technologies, Mindtree, Birlasoft",DevOps Engineer
6.1,Software Dev,C#,DBMS,"HCL, Mphasis, Birlasoft",Data Analyst
7.2,Cloud,SQL,Data Analytics,"Tech Mahindra, HCL, TCS",DevOps Engineer
8.6,Software Dev,Java,Backend,"TCS, Oracle, Infosys",System Engineer
9.8,Cloud,Go,Big Data,"Microsoft, Apple, IBM",Cloud Engineer
9.5,Software Dev,Python,Big Data,"Microsoft, Apple, OpenAI",Software Developer
9.1,Cloud,Go,Cloud Computing,"Apple, OpenAI, Amazon",Cloud Engineer
9.2,Cloud,Go,Cloud Computing,"IBM, NVIDIA, Google",DevOps Engineer
8.7,Web Dev,JavaScript,Front End,"SAP, Oracle, Capgemini",Software Developer
7.0,DevOps,SQL,Data Analytics,"Infosys, TCS, Tech Mahindra",System Engineer
9.6,Cybersecurity,Rust,Cybersecurity,"IBM, Apple, Google",Cybersecurity Engineer
8.7,Cybersecurity,Rust,Cybersecurity,"SAP, Capgemini, IBM",Cybersecurity Engineer
8.2,Cloud,SQL,Data Analytics,"Oracle, SAP, Capgemini",Cloud Engineer
6.4,Software Dev,C#,Backend,"HCL, Birlasoft, NIIT Technologies",Data Analyst
7.8,Web Dev,SQL,DBMS,"TCS, Wipro, Cognizant",Web Developer
7.8,Web Dev,SQL,Data Analytics,"Tech Mahindra, HCL, Wipro",Web Developer
9.5,Cloud,SQL,DBMS,"OpenAI, Google, IBM",Cloud Engineer
8.2,DevOps,TypeScript,DevOps,"Infosys, IBM, Capgemini",System Engineer
7.5,Web Dev,SQL,Data Analytics,"Cognizant, TCS, Wipro",Software Developer
