CGPA,Internship Type,Programming Language,Technology,Company,Job Role
7.05,AIML,Java,Big Data,Birlasoft,Web Developer
9.33,Web Dev,Python,AI,Apple,Cybersecurity Engineer
8.16,Cybersecurity,Rust,Backend,SAP,Software Developer
7.72,DevOps,Java,Big Data,Infosys,Web Developer
7.48,AIML,Go,Cloud Computing,Wipro,Web Developer
7.73,Web Dev,SQL,DevOps,Cognizant,DevOps Engineer
6.33,Cloud,Java,DevOps,Birlasoft,DevOps Engineer
8.6,Cybersecurity,R,DevOps,Microsoft,Web Developer
8.08,AIML,JavaScript,Front End,Tech Mahindra,DevOps Engineer
6.46,Software Dev,R,Data Analytics,Birlasoft,Web Developer
7.19,Software Dev,SQL,ML,HCL,DevOps Engineer
6.09,DevOps,R,Backend,NIIT Technologies,Web Developer
6.39,Software Dev,Rust,DBMS,NIIT Technologies,Web Developer
8.35,Cloud,Java,AI,Infosys,Data Scientist
7.41,Cybersecurity,Go,AI,Wipro,Web Developer
6.62,Software Dev,TypeScript,ML,NIIT Technologies,DevOps Engineer
7.67,Cloud,R,Front End,TCS,System Engineer
7.51,AIML,C++,Cloud Computing,Cognizant,Web Developer
7.36,Web Dev,Rust,Cloud Computing,Wipro,AI Engineer
7.45,Software Dev,Python,AI,Birlasoft,DevOps Engineer
7.57,Cybersecurity,SQL,Big Data,IBM,DevOps Engineer
6.74,Cybersecurity,C++,Cybersecurity,NIIT Technologies,Web Developer
9.87,AIML,Java,DevOps,Microsoft,Data Scientist
9.25,Cloud,Java,ML,Apple,Cloud Engineer
6.06,Web Dev,Go,AI,Mindtree,Data Analyst
6.94,DevOps,R,DevOps,TCS,Software Developer
6.31,Software Dev,C#,Cloud Computing,NIIT Technologies,System Engineer
9.01,DevOps,R,Cloud Computing,IBM,Cloud Engineer
6.83,Software Dev,C#,Big Data,Tech Mahindra,Web Developer
9.7,Software Dev,Go,DBMS,OpenAI,System Engineer
9.48,DevOps,C#,Backend,SAP,Cybersecurity Engineer
9.91,Software Dev,Python,Cloud Computing,Microsoft,DevOps Engineer
7.35,Cybersecurity,Go,AI,Birlasoft,Data Analyst
6.84,Cybersecurity,C#,Big Data,Birlasoft,Cybersecurity Engineer
8.11,Cybersecurity,Rust,DBMS,HCL,Software Developer
9.67,DevOps,JavaScript,DevOps,Amazon,System Engineer
9.56,Web Dev,Go,Data Analytics,OpenAI,Web Developer
7.25,DevOps,SQL,Big Data,NIIT Technologies,Cloud Engineer
8.62,Cybersecurity,TypeScript,Cybersecurity,Amazon,AI Engineer
7.66,DevOps,SQL,Data Analytics,Capgemini,Cybersecurity Engineer
6.97,Software Dev,Java,DevOps,NIIT Technologies,Data Analyst
7.62,Cloud,C++,Cybersecurity,SAP,Data Analyst
8.64,Web Dev,TypeScript,Backend,SAP,Data Analyst
9.15,Cloud,Python,DevOps,Apple,Data Analyst
9.48,Web Dev,C#,AI,Apple,System Engineer
8.24,Cloud,TypeScript,DBMS,TCS,Software Developer
9.09,Software Dev,C++,DBMS,OpenAI,Data Analyst
8.65,Cybersecurity,C#,DBMS,NVIDIA,Web Developer
7.34,Software Dev,C++,ML,Wipro,Data Analyst
6.85,Software Dev,C++,AI,Infosys,Cloud Engineer
9.57,Cybersecurity,C++,Big Data,Apple,Cloud Engineer
7.13,AIML,C++,Backend,Cognizant,System Engineer
9.59,Cybersecurity,SQL,DBMS,Google,Cloud Engineer
7.55,DevOps,Go,DBMS,Capgemini,System Engineer
7.66,Cybersecurity,Rust,AI,HCL,Web Developer
8.72,AIML,Rust,Backend,Oracle,AI Engineer
6.58,Cybersecurity,TypeScript,ML,HCL,Web Developer
6.32,Cloud,Rust,Big Data,Birlasoft,Cybersecurity Engineer
9.3,Software Dev,Python,DBMS,NVIDIA,Cybersecurity Engineer
6.97,Software Dev,TypeScript,Front End,Mindtree,Data Scientist
8.05,DevOps,R,Cybersecurity,Cognizant,DevOps Engineer
6.05,Cybersecurity,Rust,AI,Mphasis,Cybersecurity Engineer
9.76,Software Dev,C#,Big Data,Microsoft,Cloud Engineer
8.59,Web Dev,Java,ML,Google,Data Scientist
7.3,Cloud,Java,DBMS,Wipro,Web Developer
9.36,AIML,Python,Cybersecurity,OpenAI,DevOps Engineer
7.07,DevOps,JavaScript,Data Analytics,Birlasoft,System Engineer
8.88,Cloud,Go,AI,SAP,Software Developer
8.33,DevOps,TypeScript,Backend,Infosys,Software Developer
7.83,AIML,JavaScript,Cybersecurity,Capgemini,AI Engineer
7.23,Cybersecurity,Rust,DBMS,Cognizant,Cybersecurity Engineer
6.94,DevOps,Java,Data Analytics,Mindtree,Cloud Engineer
9.76,Cybersecurity,Go,Front End,Amazon,Web Developer
6.67,Software Dev,SQL,DevOps,Birlasoft,AI Engineer
7.57,Software Dev,Java,Cloud Computing,SAP,Software Developer
7.64,Software Dev,JavaScript,ML,Capgemini,Software Developer
8.48,AIML,Python,DBMS,Tech Mahindra,Cybersecurity Engineer
9.31,Cloud,R,Cybersecurity,Capgemini,DevOps Engineer
7.41,Software Dev,C#,DBMS,Wipro,Software Developer
6.06,AIML,Go,DBMS,Mphasis,Data Analyst
6.03,Cloud,Java,Cloud Computing,Mphasis,Software Developer
9.38,AIML,Rust,Big Data,Amazon,Web Developer
6.82,Web Dev,C++,Cybersecurity,Tech Mahindra,Data Analyst
6.89,Software Dev,C#,Cloud Computing,HCL,Cybersecurity Engineer
6.27,DevOps,Python,Big Data,Mphasis,Cloud Engineer
8.13,DevOps,Rust,Cybersecurity,IBM,AI Engineer
6.79,Cloud,SQL,Data Analytics,HCL,Data Analyst
9.23,Cloud,C++,Cybersecurity,NVIDIA,AI Engineer
6.83,Cloud,C#,DevOps,NIIT Technologies,System Engineer
9.81,Cybersecurity,C#,Big Data,Amazon,AI Engineer
6.4,Cybersecurity,Rust,Cybersecurity,Mindtree,Data Analyst
6.41,AIML,TypeScript,AI,NIIT Technologies,Cloud Engineer
6.46,Web Dev,Python,DevOps,Mindtree,Data Analyst
8.64,AIML,R,Cybersecurity,Oracle,Cloud Engineer
6.04,Web Dev,Go,DevOps,Birlasoft,Cloud Engineer
8.39,Cybersecurity,Rust,DevOps,SAP,Web Developer
6.53,AIML,Python,DevOps,Cognizant,Web Developer
8.53,Cloud,SQL,Big Data,IBM,Cloud Engineer
9.73,DevOps,Go,Cloud Computing,Microsoft,Cybersecurity Engineer
7.05,Web Dev,TypeScript,DevOps,Cognizant,Software Developer
6.24,Software Dev,Rust,Backend,Mphasis,Cybersecurity Engineer
8.29,Software Dev,C#,Backend,Cognizant,Web Developer
6.73,Web Dev,Python,Front End,Infosys,Data Scientist
8.57,DevOps,Java,Cybersecurity,NVIDIA,Cybersecurity Engineer
9.49,Cybersecurity,C++,DevOps,Capgemini,Web Developer
8.18,Cybersecurity,C#,DBMS,Capgemini,Data Scientist
9.15,AIML,C#,DevOps,Microsoft,AI Engineer
6.82,Cybersecurity,Go,DevOps,TCS,Data Scientist
7.71,DevOps,TypeScript,DevOps,IBM,AI Engineer
7.3,Cybersecurity,SQL,Front End,Mindtree,AI Engineer
6.14,DevOps,JavaScript,Backend,NIIT Technologies,System Engineer
9.23,DevOps,JavaScript,AI,Capgemini,Web Developer
8.65,Cloud,Go,Data Analytics,NVIDIA,AI Engineer
6.58,AIML,TypeScript,Front End,Tech Mahindra,Web Developer
8.65,AIML,C#,ML,Apple,System Engineer
8.58,Cybersecurity,Go,Backend,NVIDIA,Cloud Engineer
7.25,Cybersecurity,C++,Cybersecurity,Wipro,Software Developer
6.69,Cybersecurity,R,Cybersecurity,Birlasoft,Web Developer
6.13,Web Dev,R,AI,Mphasis,System Engineer
6.91,AIML,Python,Cloud Computing,Mphasis,Data Analyst
7.05,Cloud,C++,Front End,Birlasoft,DevOps Engineer
6.71,Software Dev,C#,AI,Tech Mahindra,Software Developer
8.88,AIML,JavaScript,Cybersecurity,Amazon,System Engineer
6.89,Software Dev,JavaScript,AI,Mphasis,Cloud Engineer
8.57,Cloud,Rust,Big Data,Google,Cloud Engineer
7.92,DevOps,JavaScript,Big Data,SAP,Web Developer
8.42,Cybersecurity,JavaScript,Data Analytics,HCL,DevOps Engineer
8.35,Cybersecurity,JavaScript,Cloud Computing,IBM,Cloud Engineer
9.63,DevOps,Java,DBMS,Apple,Data Analyst
8.19,Software Dev,C++,AI,TCS,Software Developer
9.66,Cybersecurity,JavaScript,Cybersecurity,Google,System Engineer
9.01,Software Dev,Java,DevOps,IBM,Software Developer
8.59,Cloud,R,ML,OpenAI,AI Engineer
7.47,Web Dev,TypeScript,Backend,NIIT Technologies,System Engineer
9.27,Software Dev,Rust,Cybersecurity,Amazon,AI Engineer
9.06,Web Dev,R,Backend,Oracle,Data Analyst
7.81,Web Dev,Python,Big Data,Cognizant,AI Engineer
8.0,Web Dev,TypeScript,DevOps,Capgemini,Cloud Engineer
7.73,Software Dev,TypeScript,ML,Cognizant,DevOps Engineer
9.08,Cybersecurity,Java,ML,SAP,Cybersecurity Engineer
6.82,AIML,JavaScript,DevOps,Mindtree,Cloud Engineer
7.88,Software Dev,SQL,Backend,Capgemini,DevOps Engineer
9.57,Cloud,Go,DBMS,Microsoft,DevOps Engineer
6.05,Cloud,TypeScript,ML,NIIT Technologies,Cloud Engineer
6.57,Software Dev,TypeScript,Big Data,Infosys,System Engineer
9.23,Software Dev,Java,DBMS,OpenAI,DevOps Engineer
9.63,Cybersecurity,Go,DBMS,NVIDIA,Data Scientist
9.97,Cybersecurity,Rust,Cloud Computing,Apple,Cloud Engineer
6.49,DevOps,R,Front End,Mindtree,Cybersecurity Engineer
6.72,Web Dev,C++,DevOps,Tech Mahindra,Cybersecurity Engineer
6.9,Software Dev,Java,Cloud Computing,Mphasis,Cybersecurity Engineer
6.06,Software Dev,TypeScript,Cybersecurity,NIIT Technologies,Software Developer
6.06,Software Dev,R,ML,Mindtree,DevOps Engineer
8.63,DevOps,C#,AI,SAP,AI Engineer
8.31,DevOps,Rust,DBMS,Oracle,Cloud Engineer
7.95,DevOps,Python,Front End,Cognizant,Software Developer
8.35,Web Dev,Rust,Cloud Computing,Tech Mahindra,Data Scientist
9.84,Software Dev,Java,Cybersecurity,NVIDIA,Cybersecurity Engineer
6.06,AIML,Python,Big Data,Mindtree,Software Developer
9.66,Cybersecurity,Java,Front End,Amazon,Data Analyst
7.34,DevOps,SQL,Cloud Computing,Mindtree,DevOps Engineer
9.43,AIML,Rust,Big Data,Capgemini,Data Scientist
6.41,DevOps,SQL,DBMS,NIIT Technologies,Cybersecurity Engineer
8.52,DevOps,C#,Front End,Oracle,AI Engineer
7.38,Cybersecurity,R,Cybersecurity,TCS,Web Developer
9.02,Cybersecurity,JavaScript,DBMS,Oracle,System Engineer
8.19,Web Dev,C#,DevOps,SAP,AI Engineer
6.68,Software Dev,C#,Cloud Computing,Mphasis,Cybersecurity Engineer
8.99,Web Dev,Python,Cloud Computing,Amazon,System Engineer
7.13,Software Dev,Rust,ML,HCL,Cloud Engineer
7.78,AIML,C#,Cloud Computing,HCL,DevOps Engineer
8.81,Cybersecurity,Rust,Backend,Google,Software Developer
6.29,AIML,JavaScript,AI,NIIT Technologies,Data Analyst
6.38,AIML,Rust,Big Data,Birlasoft,Cybersecurity Engineer
6.94,Software Dev,JavaScript,DBMS,NIIT Technologies,Data Scientist
6.27,Web Dev,Python,DevOps,Mphasis,Cloud Engineer
9.53,Cloud,Python,Front End,Apple,Data Analyst
8.41,DevOps,SQL,Big Data,Wipro,Software Developer
9.28,Cloud,Go,DBMS,OpenAI,Cloud Engineer
7.94,Web Dev,R,DBMS,Wipro,Data Scientist
8.55,Cybersecurity,Go,DevOps,IBM,Cybersecurity Engineer
8.55,Cloud,TypeScript,Big Data,Microsoft,DevOps Engineer
8.22,AIML,Python,DBMS,Wipro,DevOps Engineer
6.14,Web Dev,C#,DevOps,Mindtree,System Engineer
8.71,Cloud,TypeScript,Cybersecurity,NVIDIA,Data Scientist
8.78,Web Dev,R,DBMS,SAP,System Engineer
6.35,Software Dev,R,Backend,Birlasoft,Cloud Engineer
8.34,Cybersecurity,Python,Backend,HCL,Software Developer
8.44,Cloud,C#,Data Analytics,HCL,DevOps Engineer
8.09,Web Dev,C++,DevOps,Cognizant,System Engineer
8.5,Cybersecurity,SQL,Cloud Computing,OpenAI,Cloud Engineer
8.73,Cybersecurity,Java,Front End,Capgemini,Cybersecurity Engineer
6.93,AIML,Go,AI,Tech Mahindra,System Engineer
9.0,Software Dev,Rust,AI,Microsoft,Data Scientist
7.63,Cybersecurity,Java,DBMS,Tech Mahindra,AI Engineer
8.36,Cybersecurity,C++,Front End,IBM,System Engineer
7.06,Cybersecurity,Java,Cybersecurity,Tech Mahindra,Software Developer
6.57,DevOps,Java,AI,Infosys,DevOps Engineer
8.51,DevOps,Rust,ML,IBM,Data Analyst
7.69,Software Dev,JavaScript,Data Analytics,TCS,AI Engineer
9.05,Cybersecurity,R,DevOps,Oracle,Cloud Engineer
9.62,Software Dev,JavaScript,DevOps,OpenAI,Data Analyst
9.26,Cloud,C++,DevOps,NVIDIA,DevOps Engineer
6.4,AIML,Go,Big Data,NIIT Technologies,Data Analyst
6.4,Cybersecurity,JavaScript,AI,Mindtree,AI Engineer
6.98,Cloud,Java,Front End,Birlasoft,Web Developer
6.0,Cybersecurity,Java,Cybersecurity,Mphasis,Software Developer
8.61,AIML,R,AI,Oracle,Data Analyst
9.6,Web Dev,Go,Data Analytics,Apple,DevOps Engineer
6.65,Software Dev,R,ML,HCL,Cybersecurity Engineer
8.08,Cloud,Python,DBMS,Wipro,AI Engineer
6.94,Cloud,Python,Cloud Computing,HCL,Software Developer
6.08,Cloud,Rust,Front End,Mindtree,DevOps Engineer
6.04,Cloud,Java,DevOps,Mphasis,System Engineer
8.04,Web Dev,C#,ML,Infosys,Software Developer
8.67,Web Dev,JavaScript,Backend,IBM,Data Scientist
6.36,Cybersecurity,Python,Cybersecurity,Mphasis,Data Analyst
7.43,Web Dev,Java,Big Data,Mphasis,DevOps Engineer
6.13,DevOps,Java,ML,NIIT Technologies,AI Engineer
6.55,Cybersecurity,JavaScript,Backend,Infosys,System Engineer
8.07,DevOps,Rust,Backend,Capgemini,AI Engineer
6.85,Cybersecurity,C#,DevOps,Wipro,Web Developer
6.02,AIML,SQL,Data Analytics,Birlasoft,System Engineer
7.21,DevOps,JavaScript,DevOps,Mindtree,Cloud Engineer
6.2,Cybersecurity,JavaScript,Big Data,Mindtree,Data Scientist
6.41,Web Dev,C#,Cloud Computing,Mindtree,Software Developer
6.24,Cloud,R,DBMS,NIIT Technologies,Software Developer
7.07,Cloud,R,DBMS,NIIT Technologies,DevOps Engineer
7.49,AIML,JavaScript,Big Data,Mindtree,System Engineer
6.12,Cloud,SQL,Data Analytics,NIIT Technologies,AI Engineer
6.99,Cybersecurity,TypeScript,Big Data,Birlasoft,DevOps Engineer
9.61,DevOps,Python,Data Analytics,Amazon,Data Scientist
6.5,AIML,Go,Data Analytics,Tech Mahindra,Cloud Engineer
9.73,AIML,R,Cloud Computing,Microsoft,Software Developer
9.36,DevOps,C#,Cloud Computing,OpenAI,DevOps Engineer
7.14,Web Dev,R,ML,Birlasoft,DevOps Engineer
9.41,DevOps,SQL,Big Data,Capgemini,System Engineer
6.64,AIML,JavaScript,ML,Birlasoft,DevOps Engineer
7.61,Cybersecurity,Python,Data Analytics,TCS,AI Engineer
9.59,Cloud,R,ML,Amazon,Data Analyst
6.3,Cybersecurity,Python,ML,Mindtree,System Engineer
6.48,Cybersecurity,C#,DBMS,NIIT Technologies,Cloud Engineer
9.12,Cybersecurity,TypeScript,DevOps,Apple,Software Developer
7.92,Cloud,C#,Cybersecurity,SAP,Software Developer
9.8,AIML,TypeScript,ML,NVIDIA,DevOps Engineer
9.93,Software Dev,Go,DevOps,NVIDIA,Data Scientist
8.67,DevOps,SQL,Front End,Apple,Software Developer
8.18,Cybersecurity,JavaScript,Data Analytics,Capgemini,AI Engineer
8.61,DevOps,SQL,Front End,Oracle,DevOps Engineer
6.67,Cybersecurity,Go,AI,Wipro,System Engineer
6.59,AIML,C++,Cloud Computing,Mindtree,Cybersecurity Engineer
9.91,Web Dev,Go,AI,Amazon,Data Scientist
7.16,Cybersecurity,C#,ML,NIIT Technologies,DevOps Engineer
8.93,DevOps,Go,DBMS,Microsoft,Data Scientist
8.32,Software Dev,SQL,Cybersecurity,Cognizant,Web Developer
8.12,AIML,Java,Cybersecurity,Capgemini,Data Analyst
7.58,AIML,JavaScript,Front End,SAP,Data Scientist
9.58,Web Dev,Rust,Cybersecurity,Microsoft,DevOps Engineer
7.82,DevOps,TypeScript,DBMS,Infosys,Data Analyst
8.15,Web Dev,SQL,ML,Cognizant,Cybersecurity Engineer
6.36,AIML,C#,ML,Mphasis,Cloud Engineer
9.57,Cloud,Go,DevOps,NVIDIA,DevOps Engineer
7.52,DevOps,Java,Front End,HCL,Cybersecurity Engineer
7.14,Cloud,Rust,Backend,TCS,DevOps Engineer
6.28,Cybersecurity,Python,Backend,Mphasis,Web Developer
6.89,Software Dev,Go,Backend,Mphasis,System Engineer
8.42,DevOps,Java,Front End,Tech Mahindra,Cloud Engineer
8.63,Cloud,Python,DevOps,Microsoft,Cybersecurity Engineer
7.27,Web Dev,Go,DBMS,Mphasis,Cloud Engineer
8.5,Cybersecurity,Python,Big Data,Oracle,System Engineer
7.97,Software Dev,C++,DBMS,IBM,System Engineer
9.02,Web Dev,TypeScript,Front End,Amazon,Cloud Engineer
6.35,Web Dev,SQL,AI,Birlasoft,DevOps Engineer
6.06,Software Dev,R,Data Analytics,Mindtree,Software Developer
7.08,AIML,JavaScript,DBMS,Infosys,Data Scientist
9.37,Web Dev,Java,Cybersecurity,Apple,Software Developer
6.61,AIML,Java,Big Data,NIIT Technologies,Web Developer
8.66,AIML,R,DBMS,IBM,Cloud Engineer
6.88,DevOps,Python,Data Analytics,HCL,AI Engineer
6.29,AIML,JavaScript,AI,Mindtree,DevOps Engineer
9.19,Cybersecurity,TypeScript,Data Analytics,OpenAI,Data Scientist
9.62,Cloud,TypeScript,ML,Microsoft,Data Analyst
7.4,Cloud,Go,Cybersecurity,Tech Mahindra,DevOps Engineer
7.55,Cybersecurity,C#,ML,Capgemini,Cloud Engineer
8.25,AIML,Java,Data Analytics,SAP,Cybersecurity Engineer
8.64,Software Dev,SQL,AI,SAP,Data Scientist
9.33,Web Dev,Rust,Front End,Google,Software Developer
6.93,AIML,Java,AI,Cognizant,DevOps Engineer
8.34,Cloud,Go,Cloud Computing,Capgemini,DevOps Engineer
6.97,Software Dev,SQL,Big Data,Tech Mahindra,AI Engineer
8.33,Cloud,Rust,Backend,Capgemini,Cybersecurity Engineer
7.46,AIML,C#,AI,Cognizant,System Engineer
8.86,Web Dev,TypeScript,Cloud Computing,Oracle,Data Analyst
6.82,AIML,Go,AI,Tech Mahindra,Cybersecurity Engineer
6.41,Web Dev,Rust,Cloud Computing,Mindtree,AI Engineer
6.92,Cybersecurity,R,Big Data,Infosys,Cloud Engineer
7.84,Software Dev,Python,Big Data,Infosys,Data Analyst
6.67,Web Dev,JavaScript,DevOps,Mindtree,Cybersecurity Engineer
6.4,Cloud,Java,ML,Mphasis,Software Developer
8.42,Cybersecurity,R,Data Analytics,IBM,System Engineer
9.77,AIML,Python,Front End,Google,Cybersecurity Engineer
8.64,Cloud,SQL,Cybersecurity,Google,Data Analyst
8.4,Web Dev,Rust,DevOps,SAP,Web Developer
6.26,Cloud,SQL,Data Analytics,Mphasis,Cybersecurity Engineer
9.46,AIML,TypeScript,Front End,Oracle,System Engineer
9.95,AIML,C#,Big Data,NVIDIA,Data Scientist
6.96,AIML,Rust,Cloud Computing,Mindtree,Software Developer
7.58,Software Dev,Rust,Data Analytics,HCL,AI Engineer
7.4,AIML,C#,DBMS,Mphasis,Data Scientist
7.25,Web Dev,Go,Backend,Wipro,Software Developer
6.97,Cybersecurity,JavaScript,Backend,Wipro,Software Developer
7.23,Software Dev,JavaScript,Cloud Computing,Mindtree,DevOps Engineer
7.4,AIML,Rust,DevOps,NIIT Technologies,AI Engineer
7.2,DevOps,Go,Cloud Computing,Mindtree,AI Engineer
6.83,Software Dev,TypeScript,Backend,Mphasis,Data Scientist
6.11,Software Dev,JavaScript,Cybersecurity,Mphasis,Software Developer
9.65,Web Dev,TypeScript,Cybersecurity,Microsoft,Software Developer
8.44,Cloud,C#,DBMS,TCS,Software Developer
9.92,Software Dev,TypeScript,Big Data,Microsoft,Cloud Engineer
8.36,Web Dev,Rust,Cybersecurity,Tech Mahindra,Cybersecurity Engineer
6.93,AIML,Rust,Backend,TCS,Data Scientist
7.66,Web Dev,C++,ML,Capgemini,Cloud Engineer
9.9,Software Dev,Rust,Front End,Google,System Engineer
8.12,Cloud,SQL,AI,Wipro,Web Developer
6.28,Software Dev,SQL,AI,Mphasis,Data Analyst
6.47,Cybersecurity,C#,Cloud Computing,NIIT Technologies,Cloud Engineer
8.41,Software Dev,C++,ML,SAP,Cloud Engineer
8.18,DevOps,Python,Front End,Tech Mahindra,Data Scientist
7.81,Web Dev,Go,Cloud Computing,IBM,System Engineer
8.34,Software Dev,C#,DBMS,TCS,Web Developer
7.7,Web Dev,C#,DBMS,Wipro,DevOps Engineer
9.11,Software Dev,Go,Backend,OpenAI,Web Developer
8.05,Cybersecurity,Rust,Data Analytics,Oracle,AI Engineer
9.67,Web Dev,Java,Cloud Computing,Amazon,System Engineer
9.79,Web Dev,Go,AI,OpenAI,Web Developer
6.43,Software Dev,SQL,Backend,Mphasis,Software Developer
8.32,DevOps,Java,Front End,Wipro,Web Developer
7.32,DevOps,C#,Front End,Mindtree,Data Scientist
7.98,Cybersecurity,Go,Big Data,IBM,System Engineer
8.82,AIML,Python,Front End,Apple,DevOps Engineer
6.92,Web Dev,JavaScript,Cybersecurity,Mphasis,DevOps Engineer
6.83,Software Dev,Go,Backend,Mphasis,Data Analyst
7.62,DevOps,JavaScript,Front End,Infosys,Cybersecurity Engineer
7.95,Web Dev,C#,Cybersecurity,Oracle,Cybersecurity Engineer
9.54,AIML,Java,Data Analytics,Apple,Data Analyst
7.74,Cloud,C#,DBMS,IBM,AI Engineer
6.48,Web Dev,Java,Cloud Computing,Birlasoft,Software Developer
9.13,Cloud,SQL,DevOps,Apple,AI Engineer
7.38,DevOps,Python,ML,Tech Mahindra,Cybersecurity Engineer
6.73,AIML,Go,Cybersecurity,Birlasoft,DevOps Engineer
10.0,DevOps,SQL,ML,OpenAI,System Engineer
9.4,DevOps,TypeScript,ML,OpenAI,Cloud Engineer
6.17,AIML,C++,AI,Mindtree,Cloud Engineer
8.96,Cybersecurity,Rust,DBMS,Amazon,Data Analyst
7.51,Cloud,TypeScript,Cybersecurity,Oracle,Cybersecurity Engineer
9.28,AIML,TypeScript,Big Data,Apple,Cloud Engineer
7.8,Web Dev,SQL,Cloud Computing,Infosys,Data Scientist
7.55,Cybersecurity,SQL,Big Data,HCL,Cloud Engineer
8.43,DevOps,R,Big Data,Infosys,Data Analyst
6.14,Cloud,C++,Cloud Computing,Birlasoft,Data Scientist
6.41,Web Dev,R,Backend,NIIT Technologies,DevOps Engineer
9.53,Cloud,C#,Cybersecurity,OpenAI,Web Developer
9.25,Web Dev,TypeScript,Front End,Capgemini,Cloud Engineer
9.83,AIML,Java,Front End,OpenAI,Web Developer
7.73,Cybersecurity,Rust,DBMS,Tech Mahindra,Cloud Engineer
7.57,Cloud,Go,Cybersecurity,Oracle,Software Developer
8.2,Cybersecurity,R,ML,Wipro,AI Engineer
8.55,Cybersecurity,SQL,Cloud Computing,OpenAI,Software Developer
6.34,AIML,JavaScript,DevOps,Mindtree,Web Developer
9.35,AIML,C++,AI,SAP,Cloud Engineer
6.54,AIML,Java,DBMS,TCS,Cybersecurity Engineer
9.12,Software Dev,TypeScript,Cybersecurity,SAP,Software Developer
9.9,Software Dev,C++,Cybersecurity,Apple,Web Developer
9.46,AIML,C++,DBMS,Amazon,Data Analyst
8.9,Cloud,Go,DBMS,SAP,DevOps Engineer
7.41,Cybersecurity,C#,Backend,Birlasoft,Data Scientist
6.27,Cybersecurity,Rust,Front End,Mphasis,Data Analyst
7.45,Software Dev,C++,Cybersecurity,Infosys,AI Engineer
9.24,AIML,R,AI,Apple,System Engineer
8.03,Software Dev,TypeScript,Data Analytics,Capgemini,DevOps Engineer
7.21,AIML,SQL,Front End,Tech Mahindra,Data Analyst
6.86,AIML,Java,DevOps,Wipro,System Engineer
6.57,Cybersecurity,JavaScript,Cloud Computing,HCL,DevOps Engineer
7.7,Software Dev,C#,AI,Tech Mahindra,Data Analyst
7.96,Web Dev,Rust,DBMS,HCL,Cloud Engineer
10.0,Software Dev,SQL,Data Analytics,Amazon,System Engineer
7.2,Software Dev,TypeScript,Backend,TCS,Cloud Engineer
8.33,Software Dev,C#,Front End,TCS,DevOps Engineer
9.84,Software Dev,Java,Cloud Computing,Apple,System Engineer
9.03,Web Dev,TypeScript,Cloud Computing,Google,Data Scientist
8.2,Web Dev,TypeScript,Cloud Computing,Infosys,System Engineer
9.16,DevOps,Python,Backend,OpenAI,Data Scientist
8.22,Web Dev,Python,Big Data,Wipro,Data Scientist
9.61,DevOps,R,DevOps,Google,Data Scientist
6.0,Software Dev,R,Big Data,Mphasis,AI Engineer
6.31,Software Dev,Rust,Big Data,Mindtree,Data Analyst
8.24,Web Dev,C++,DevOps,IBM,Software Developer
8.21,Web Dev,TypeScript,Big Data,Capgemini,Data Scientist
8.58,Cloud,TypeScript,DBMS,OpenAI,DevOps Engineer
7.4,Software Dev,C++,DBMS,Wipro,DevOps Engineer
9.51,DevOps,JavaScript,Front End,Google,DevOps Engineer
8.87,Web Dev,C++,Backend,Oracle,Web Developer
8.04,Cloud,R,DBMS,Wipro,AI Engineer
9.33,AIML,C#,Data Analytics,OpenAI,System Engineer
7.49,Cloud,TypeScript,Front End,Mphasis,AI Engineer
9.51,DevOps,C++,AI,OpenAI,AI Engineer
8.19,Cloud,SQL,DevOps,Capgemini,Web Developer
8.4,Cybersecurity,Go,Front End,Wipro,Software Developer
8.44,Software Dev,Go,ML,Oracle,Data Analyst
8.45,Cloud,SQL,AI,Cognizant,Software Developer
9.15,Software Dev,R,DevOps,Capgemini,Web Developer
6.74,Cybersecurity,Go,Front End,Mphasis,System Engineer
6.72,DevOps,C++,AI,Mindtree,Cybersecurity Engineer
9.89,DevOps,SQL,Backend,OpenAI,System Engineer
6.37,DevOps,Python,Data Analytics,Mphasis,Cloud Engineer
9.38,Cloud,Java,Backend,OpenAI,Software Developer
9.38,AIML,Go,Data Analytics,NVIDIA,Cybersecurity Engineer
7.12,Software Dev,Java,Data Analytics,TCS,DevOps Engineer
7.58,Software Dev,C++,Front End,IBM,Data Scientist
9.28,DevOps,Go,AI,Amazon,Data Analyst
8.62,Web Dev,Python,DBMS,NVIDIA,AI Engineer
8.91,DevOps,Go,ML,Amazon,AI Engineer
8.19,Cloud,C#,DBMS,Infosys,Data Scientist
6.35,Software Dev,R,Cybersecurity,NIIT Technologies,Cloud Engineer
9.19,Cybersecurity,Python,DBMS,Apple,Cloud Engineer
8.08,Cloud,Go,Front End,SAP,AI Engineer
9.56,DevOps,SQL,ML,Microsoft,AI Engineer
6.85,Cybersecurity,R,DevOps,Birlasoft,AI Engineer
8.42,DevOps,Go,ML,Oracle,AI Engineer
6.18,Cloud,Go,AI,Birlasoft,Data Analyst
7.65,Cybersecurity,C++,Cybersecurity,Capgemini,Data Analyst
8.61,Cloud,C#,Cybersecurity,NVIDIA,System Engineer
9.98,AIML,SQL,Big Data,Microsoft,Data Scientist
9.22,Cybersecurity,JavaScript,Big Data,Google,System Engineer
8.29,Cybersecurity,Go,Data Analytics,IBM,Software Developer
7.05,AIML,Go,DevOps,Birlasoft,Software Developer
